shared name	genome_locus	family	cluster_type	provenance
zzz1851	GCF_900566055.1|OALBEN_04940	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1852	GCF_900566055.1|OALBEN_04947	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1853	GCF_900566055.1|OALBEN_05256	Rieske	2Fe-2S	core_validated
zzz1854	GCF_900566075.1|MDNJKD_00961	Radical_SAM	4Fe-4S	core_validated
zzz1855	GCF_900566075.1|MDNJKD_01144	Rieske	2Fe-2S	core_validated
zzz1856	GCF_900566075.1|MDNJKD_03221	Radical_SAM	4Fe-4S	core_validated
zzz1857	GCF_900566075.1|MDNJKD_03877	Rieske	2Fe-2S	core_validated
zzz1858	GCF_900566075.1|MDNJKD_04052	Radical_SAM	4Fe-4S	core_validated
zzz1859	GCF_900566085.1|EEEOIL_00742	Radical_SAM	4Fe-4S	core_validated
zzz1860	GCF_900566085.1|EEEOIL_01212	Radical_SAM	4Fe-4S	core_validated
zzz1861	GCF_900566085.1|EEEOIL_01224	Rieske	2Fe-2S	core_validated
zzz1862	GCF_900566085.1|EEEOIL_02560	WhiB	4Fe-4S	core_validated
zzz1863	GCF_900566085.1|EEEOIL_05157	Radical_SAM	4Fe-4S	core_validated
zzz1864	GCF_900566085.1|EEEOIL_05244	WhiB	4Fe-4S	core_validated
zzz1865	GCF_900603025.1|FBPEPM_00118	Rieske	2Fe-2S	core_validated
zzz1866	GCF_900603025.1|FBPEPM_00147	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1867	GCF_900603025.1|FBPEPM_00343	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1868	GCF_900603025.1|FBPEPM_00669	Rieske	2Fe-2S	core_validated
zzz1869	GCF_900603025.1|FBPEPM_01257	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1870	GCF_900603025.1|FBPEPM_02097	Rieske	2Fe-2S	core_validated
zzz1871	GCF_900603025.1|FBPEPM_02592	Molybdoenzyme	4Fe-4S	core_validated
zzz1872	GCF_900603025.1|FBPEPM_02674	WhiB	4Fe-4S	core_validated
zzz1873	GCF_900603025.1|FBPEPM_02929	Rieske	2Fe-2S	core_validated
zzz1874	GCF_900603025.1|FBPEPM_03115	Rieske_steroid_oxygenase	2Fe-2S	core_validated
zzz1875	GCF_900603025.1|FBPEPM_03180	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1876	GCF_900603025.1|FBPEPM_03207	Rieske	2Fe-2S	core_validated
zzz1877	GCF_900603025.1|FBPEPM_04104	Rieske	2Fe-2S	core_validated
zzz1878	GCF_900603025.1|FBPEPM_04686	Rieske	2Fe-2S	core_validated
zzz1879	GCF_900637195.1|MPDAKG_01323	Rieske	2Fe-2S	core_validated
zzz1880	GCF_900637195.1|MPDAKG_01583	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1881	GCF_900637195.1|MPDAKG_01709	Molybdoenzyme	4Fe-4S	core_validated
zzz1882	GCF_900637195.1|MPDAKG_03535	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1883	GCF_900637195.1|MPDAKG_03906	Rieske	2Fe-2S	core_validated
zzz1884	GCF_900637205.1|PMGPEK_00364	Molybdoenzyme	4Fe-4S	core_validated
zzz1885	GCF_900637205.1|PMGPEK_01366	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1886	GCF_900637205.1|PMGPEK_02163	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1887	GCF_900637205.1|PMGPEK_02189	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1888	GCF_900637205.1|PMGPEK_03394	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1889	GCF_900637205.1|PMGPEK_03453	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1890	GCF_900637205.1|PMGPEK_03559	Rieske	2Fe-2S	core_validated
zzz1891	GCF_900637205.1|PMGPEK_03597	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1892	GCF_900637205.1|PMGPEK_03598	Molybdoenzyme	4Fe-4S	core_validated
zzz1893	GCF_900637205.1|PMGPEK_03603	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1894	GCF_900637205.1|PMGPEK_03707	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1895	GCF_900637205.1|PMGPEK_04136	WhiB	4Fe-4S	core_validated
zzz1896	GCF_900637205.1|PMGPEK_04228	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1897	GCF_900637205.1|PMGPEK_04642	WhiB	4Fe-4S	core_validated
zzz1898	GCF_900637205.1|PMGPEK_04706	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1899	GCF_900637205.1|PMGPEK_04948	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1900	GCF_900637205.1|PMGPEK_04975	Molybdoenzyme	4Fe-4S	core_validated
zzz1901	GCF_902705885.1|ALFHKI_01656	Rieske	2Fe-2S	core_validated
zzz1902	GCF_902705885.1|ALFHKI_01882	Rieske	2Fe-2S	core_validated
zzz1903	GCF_902705885.1|ALFHKI_02676	Molybdoenzyme	4Fe-4S	core_validated
zzz1904	GCF_902705885.1|ALFHKI_03396	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1905	GCF_902705885.1|ALFHKI_03546	WhiB	4Fe-4S	core_validated
zzz1906	GCF_902705885.1|ALFHKI_04263	Rieske	2Fe-2S	core_validated
zzz1907	GCF_902705885.1|ALFHKI_04633	Rieske	2Fe-2S	core_validated
zzz1908	GCF_902705885.1|ALFHKI_04657	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1909	GCF_902705885.1|ALFHKI_04787	Rieske	2Fe-2S	core_validated
zzz1910	GCF_902705885.1|ALFHKI_06320	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1911	GCF_910591625.1|DDFCAJ_01352	Rieske	2Fe-2S	core_validated
zzz1912	GCF_910591625.1|DDFCAJ_03179	WhiB	4Fe-4S	core_validated
zzz1913	GCF_910591625.1|DDFCAJ_03188	WhiB	4Fe-4S	core_validated
zzz1914	GCF_910591625.1|DDFCAJ_03591	Radical_SAM	4Fe-4S	core_validated
zzz1915	GCF_910591625.1|DDFCAJ_03816	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1916	GCF_910591625.1|DDFCAJ_03844	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1917	GCF_910591625.1|DDFCAJ_04263	Molybdoenzyme	4Fe-4S	core_validated
zzz1918	GCF_910591625.1|DDFCAJ_04605	Rieske	2Fe-2S	core_validated
zzz1919	GCF_910591625.1|DDFCAJ_04883	Rieske	2Fe-2S	core_validated
zzz1920	GCF_943913955.1|NOJLIJ_00072	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1921	GCF_943913955.1|NOJLIJ_00161	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1922	GCF_943913955.1|NOJLIJ_04240	Radical_SAM	4Fe-4S	core_validated
zzz1923	GCF_963378075.1|LOBJLN_00754	Ferredoxin_reductase_FprB	FAD/2Fe-2S	core_validated
zzz1924	GCF_963378075.1|LOBJLN_01760	Molybdoenzyme	4Fe-4S	core_validated
zzz1925	GCF_963378075.1|LOBJLN_03489	Molybdoenzyme	4Fe-4S	core_validated
zzz1926	GCF_963378085.1|HNHPHM_00052	WhiB	4Fe-4S	core_validated
zzz1927	GCF_963378085.1|HNHPHM_00339	Molybdoenzyme	4Fe-4S	core_validated
zzz1928	GCF_963378085.1|HNHPHM_00832	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1929	GCF_963378085.1|HNHPHM_01360	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1930	GCF_963378085.1|HNHPHM_01854	Molybdoenzyme	4Fe-4S	core_validated
zzz1931	GCF_963378085.1|HNHPHM_02560	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1932	GCF_963378085.1|HNHPHM_04519	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1933	GCF_963378085.1|HNHPHM_04761	Molybdoenzyme	4Fe-4S	core_validated
zzz1934	GCF_963378085.1|HNHPHM_04843	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1935	GCF_963378095.1|MLODDL_01705	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1936	GCF_963378095.1|MLODDL_01724	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1937	GCF_963378095.1|MLODDL_02705	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1938	GCF_963378095.1|MLODDL_03397	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1939	GCF_963378095.1|MLODDL_03766	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1940	GCF_963378095.1|MLODDL_04152	WhiB	4Fe-4S	core_validated
zzz1941	GCF_963378095.1|MLODDL_04392	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1942	GCF_963378095.1|MLODDL_04397	Rieske	2Fe-2S	core_validated
zzz1943	GCF_963378095.1|MLODDL_04624	Rieske	2Fe-2S	core_validated
zzz1944	GCF_963378095.1|MLODDL_04862	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1945	GCF_963378095.1|MLODDL_05018	Rieske	2Fe-2S	core_validated
zzz1946	GCF_963378105.1|IJLKJP_03842	Rieske	2Fe-2S	core_validated
zzz1947	GCF_963853645.1|NALDBG_01636	SerA_dehydrogenase	4Fe-4S	core_validated
zzz1948	GCF_963853645.1|NALDBG_03047	Molybdoenzyme	4Fe-4S	core_validated
zzz1949	GCF_963853645.1|NALDBG_04799	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1950	GCF_963853665.1|DCFHPI_00766	Rieske	2Fe-2S	core_validated
zzz1951	GCF_963853665.1|DCFHPI_02219	Radical_SAM	4Fe-4S	core_validated
zzz1952	GCF_963853665.1|DCFHPI_03125	Rieske	2Fe-2S	core_validated
zzz1953	GCF_963853665.1|DCFHPI_03920	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1954	GCA_000230935.2|IIHJLC_05207	CDGSH_NEET	2Fe-2S	extended_pfam
zzz1955	GCA_002007745.1|HNDBBG_00879	NifU_assembly	assembly	extended_pfam
zzz1956	GCA_002007745.1|HNDBBG_02116	NifU_assembly	assembly	extended_pfam
zzz1957	GCA_002007745.1|HNDBBG_03276	Nitrite_sulfite_reductase	4Fe-4S	extended_pfam
zzz1958	GCA_002007745.1|HNDBBG_03990	NADH_dehydrogenase	4Fe-4S	extended_pfam
zzz1959	GCA_002102225.1|HDDDIK_02194	CDGSH_NEET	2Fe-2S	extended_pfam
zzz1960	GCA_003347205.1|ENJDEI_00747	NADH_dehydrogenase	4Fe-4S	extended_pfam
zzz1961	GCA_003347205.1|ENJDEI_03444	Rieske	2Fe-2S	extended_pfam
zzz1962	GCA_003347205.1|ENJDEI_04532	Serine_dehydratase	4Fe-4S	extended_pfam
zzz1963	GCA_003347205.1|ENJDEI_06190	NADH_dehydrogenase	4Fe-4S	extended_pfam
zzz1964	GCA_003347205.1|ENJDEI_06244	Serine_dehydratase	4Fe-4S	extended_pfam
zzz1965	GCA_014204435.1|DEEGIK_01475	NifU_assembly	assembly	extended_pfam
zzz1966	GCA_021654635.1|FDLLPI_03145	NifU_assembly	assembly	extended_pfam
zzz1967	GCA_024758765.1|BFAGPI_02697	NifU_assembly	assembly	extended_pfam
zzz1968	GCA_965234515.1|LLCAGK_00599	NifU_assembly	assembly	extended_pfam
zzz1969	GCA_965234515.1|LLCAGK_01618	CDGSH_NEET	2Fe-2S	extended_pfam
zzz1970	GCA_965234515.1|LLCAGK_02473	NADH_dehydrogenase	4Fe-4S	extended_pfam
zzz1971	GCF_000069185.1|JCAPDB_02554	CDGSH_NEET	2Fe-2S	extended_pfam
zzz1972	GCF_000157895.3|FCNCLM_03056	NifU_assembly	assembly	extended_pfam
zzz1973	GCF_000157895.3|FCNCLM_04946	FhuF_siderophore_reductase	2Fe-2S	extended_pfam
zzz1974	GCF_000230895.2|PBJCBO_00020	NADH_dehydrogenase	4Fe-4S	extended_pfam
zzz1975	GCF_000243415.2|ALPODB_04538	Dihydroxyacid_dehydratase_IlvD	4Fe-4S	extended_pfam
zzz1976	GCF_000317305.3|FDNKGF_00796	CDGSH_NEET	2Fe-2S	extended_pfam
zzz1977	GCF_000317305.3|FDNKGF_01441	FhuF_siderophore_reductase	2Fe-2S	extended_pfam
zzz1978	GCF_000317305.3|FDNKGF_03761	Nitrite_sulfite_reductase	4Fe-4S	extended_pfam
zzz1979	GCF_000340435.2|NMFDDK_01186	NADH_dehydrogenase	4Fe-4S	extended_pfam
zzz1980	GCF_000340435.2|NMFDDK_01696	NifU_assembly	assembly	extended_pfam
zzz1981	GCF_000455325.1|AEINLG_00866	Aconitase	4Fe-4S	extended_pfam
zzz1982	GCF_000526915.1|CDBLFG_02770	IPM_isomerase_LeuC	4Fe-4S	extended_pfam
zzz1983	GCF_000559085.1|EOJIBH_03356	NifU_assembly	assembly	extended_pfam
zzz1984	GCF_000613185.1|DEKGNI_04676	FhuF_siderophore_reductase	2Fe-2S	extended_pfam
zzz1985	GCF_000613185.1|DEKGNI_04869	CDGSH_NEET	2Fe-2S	extended_pfam
zzz1986	GCF_000613185.1|DEKGNI_05828	NADH_dehydrogenase	4Fe-4S	extended_pfam
zzz1987	GCF_000805385.1|IADILM_04467	FhuF_siderophore_reductase	2Fe-2S	extended_pfam
zzz1988	GCF_000975265.2|FLJPOE_01246	Serine_dehydratase	4Fe-4S	extended_pfam
zzz1989	GCF_000975265.2|FLJPOE_02709	Nitrite_sulfite_reductase	4Fe-4S	extended_pfam
zzz1990	GCF_001044235.1|DCGJCM_02069	NADH_dehydrogenase	4Fe-4S	extended_pfam
zzz1991	GCF_001044255.1|IBGPNK_01879	Aconitase	4Fe-4S	extended_pfam
zzz1992	GCF_001187505.1|ALANJM_00195	Dihydroxyacid_dehydratase_IlvD	4Fe-4S	extended_pfam
zzz1993	GCF_001187505.1|ALANJM_00450	IspH_LytB	4Fe-4S	extended_pfam
zzz1994	GCF_001187505.1|ALANJM_01794	Dihydroxyacid_dehydratase_IlvD	4Fe-4S	extended_pfam
zzz1995	GCF_001187505.1|ALANJM_01940	Dihydroxyacid_dehydratase_IlvD	4Fe-4S	extended_pfam
zzz1996	GCF_001187505.1|ALANJM_04776	Aconitase	4Fe-4S	extended_pfam
zzz1997	GCF_001187505.1|ALANJM_05547	IPM_isomerase_LeuC	4Fe-4S	extended_pfam
zzz1998	GCF_001187505.1|ALANJM_06189	CDGSH_NEET	2Fe-2S	extended_pfam
zzz1999	GCF_001457595.1|OEONDH_00161	ThiC	4Fe-4S	extended_pfam
zzz2000	GCF_001570425.1|CKAEME_03868	Serine_dehydratase	4Fe-4S	extended_pfam
zzz2001	GCF_001570425.1|CKAEME_07157	NADH_dehydrogenase	4Fe-4S	extended_pfam
zzz2002	GCF_001570485.1|BKBIJO_01167	NifU_assembly	assembly	extended_pfam
zzz2003	GCF_001570485.1|BKBIJO_04726	CDGSH_NEET	2Fe-2S	extended_pfam
zzz2004	GCF_001583415.1|BOCLHF_00478	FhuF_siderophore_reductase	2Fe-2S	extended_pfam
zzz2005	GCF_001605725.1|HPJGBF_02702	FhuF_siderophore_reductase	2Fe-2S	extended_pfam
zzz2006	GCF_001632805.1|MLDLNG_02470	FhuF_siderophore_reductase	2Fe-2S	extended_pfam
zzz2007	GCF_001644575.1|FPBHFA_05041	FhuF_siderophore_reductase	2Fe-2S	extended_pfam
zzz2008	GCF_001665785.1|MHBALB_06075	FhuF_siderophore_reductase	2Fe-2S	extended_pfam
zzz2009	GCF_001667865.1|LJAEFC_01541	Nitrite_sulfite_reductase	4Fe-4S	extended_pfam
zzz2010	GCF_001672755.1|FPKMJK_02904	NifU_assembly	assembly	extended_pfam
zzz2011	GCF_001672775.1|LDEEOP_01393	FhuF_siderophore_reductase	2Fe-2S	extended_pfam
zzz2012	GCF_001673365.1|PGMNKO_03533	IPM_isomerase_LeuC	4Fe-4S	extended_pfam
zzz2013	GCF_001907675.1|LCHIAB_03858	FhuF_siderophore_reductase	2Fe-2S	extended_pfam
zzz2014	GCF_001907675.1|LCHIAB_04960	NADH_dehydrogenase	4Fe-4S	extended_pfam
zzz2015	GCF_002013895.1|AHNBNF_03293	Nitrite_sulfite_reductase	4Fe-4S	extended_pfam
zzz2016	GCF_002013895.1|AHNBNF_04880	FhuF_siderophore_reductase	2Fe-2S	extended_pfam
zzz2017	GCF_002086115.1|NBNMCA_02855	FhuF_siderophore_reductase	2Fe-2S	extended_pfam
zzz2018	GCF_002086485.1|HOFMJL_01950	FhuF_siderophore_reductase	2Fe-2S	extended_pfam
zzz2019	GCF_002086485.1|HOFMJL_03049	Serine_dehydratase	4Fe-4S	extended_pfam
zzz2020	GCF_002086485.1|HOFMJL_03079	NADH_dehydrogenase	4Fe-4S	extended_pfam
zzz2021	GCF_002086485.1|HOFMJL_07341	Serine_dehydratase	4Fe-4S	extended_pfam
zzz2022	GCF_002086515.1|PIKMPA_00226	CDGSH_NEET	2Fe-2S	extended_pfam
zzz2023	GCF_002086695.1|AFPEGD_02887	NADH_dehydrogenase	4Fe-4S	extended_pfam
zzz2024	GCF_002086815.1|GEOMOA_03859	FhuF_siderophore_reductase	2Fe-2S	extended_pfam
zzz2025	GCF_002101555.1|OLCBFO_00977	FhuF_siderophore_reductase	2Fe-2S	extended_pfam
zzz2026	GCF_002101585.1|FIKODN_02178	DNA_glycosylase_MutY	4Fe-4S	extended_pfam
zzz2027	GCF_002101585.1|FIKODN_03367	Rieske	2Fe-2S	extended_pfam
zzz2028	GCF_002101585.1|FIKODN_03434	NADH_dehydrogenase	4Fe-4S	extended_pfam
zzz2029	GCF_002101595.1|OEIAGI_02088	NADH_dehydrogenase	4Fe-4S	extended_pfam
zzz2030	GCF_002101675.1|KMCKDB_05809	NifU_assembly	assembly	extended_pfam
zzz2031	GCF_002101775.1|GCHHOD_00207	SufU_assembly	assembly	extended_pfam
zzz2032	GCF_002101775.1|GCHHOD_00993	CDGSH_NEET	2Fe-2S	extended_pfam
zzz2033	GCF_002101965.1|DEDNOB_04728	Aconitase	4Fe-4S	extended_pfam
zzz2034	GCF_002101965.1|DEDNOB_05086	FhuF_siderophore_reductase	2Fe-2S	extended_pfam
zzz2035	GCF_002102185.1|PMDPBM_01776	NADH_dehydrogenase	4Fe-4S	extended_pfam
zzz2036	GCF_002102355.1|GLPHLA_01360	Aconitase	4Fe-4S	extended_pfam
zzz2037	GCF_002102355.1|GLPHLA_01438	FhuF_siderophore_reductase	2Fe-2S	extended_pfam
zzz2038	GCF_002102355.1|GLPHLA_01636	NifU_assembly	assembly	extended_pfam
zzz2039	GCF_002102355.1|GLPHLA_03299	CDGSH_NEET	2Fe-2S	extended_pfam
zzz2040	GCF_002102395.1|BPICGK_00046	FhuF_siderophore_reductase	2Fe-2S	extended_pfam
zzz2041	GCF_002104795.1|OMOMAE_00859	SufU_assembly	assembly	extended_pfam
zzz2042	GCF_002104795.1|OMOMAE_00866	Aconitase	4Fe-4S	extended_pfam
zzz2043	GCF_002104795.1|OMOMAE_03711	FhuF_siderophore_reductase	2Fe-2S	extended_pfam
zzz2044	GCF_002105755.1|EPFOGE_05251	Aconitase	4Fe-4S	extended_pfam
zzz2045	GCF_002250655.1|CIOLNM_02469	FhuF_siderophore_reductase	2Fe-2S	extended_pfam
zzz2046	GCF_002250655.1|CIOLNM_02783	FhuF_siderophore_reductase	2Fe-2S	extended_pfam
zzz2047	GCF_002356315.1|MNDHGN_02050	Aconitase	4Fe-4S	extended_pfam
zzz2048	GCF_002553505.1|EGACHF_00339	Dihydroxyacid_dehydratase_IlvD	4Fe-4S	extended_pfam
zzz2049	GCF_002553505.1|EGACHF_00979	Aconitase	4Fe-4S	extended_pfam
zzz2050	GCF_002553505.1|EGACHF_06510	Serine_dehydratase	4Fe-4S	extended_pfam
zzz2051	GCF_002553505.1|EGACHF_06692	IPM_isomerase_LeuC	4Fe-4S	extended_pfam
zzz2052	GCF_002592005.1|ADHINC_00074	NifU_assembly	assembly	extended_pfam
zzz2053	GCF_002592005.1|ADHINC_03090	FhuF_siderophore_reductase	2Fe-2S	extended_pfam
zzz2054	GCF_002592005.1|ADHINC_04414	NADH_dehydrogenase	4Fe-4S	extended_pfam
zzz2055	GCF_002592005.1|ADHINC_05104	NADH_dehydrogenase	4Fe-4S	extended_pfam
zzz2056	GCF_002592005.1|ADHINC_05185	NifU_assembly	assembly	extended_pfam
zzz2057	GCF_002838065.1|OIMEAF_03013	FhuF_siderophore_reductase	2Fe-2S	extended_pfam
zzz2058	GCF_003284925.1|ONIDEE_00234	FhuF_siderophore_reductase	2Fe-2S	extended_pfam
zzz2059	GCF_003284975.1|NOJGIO_05031	Rieske	2Fe-2S	extended_pfam
zzz2060	GCF_003391395.1|IHOGBB_01416	NifU_assembly	assembly	extended_pfam
zzz2061	GCF_003391395.1|IHOGBB_01794	Rieske	2Fe-2S	extended_pfam
zzz2062	GCF_003391395.1|IHOGBB_01895	FhuF_siderophore_reductase	2Fe-2S	extended_pfam
zzz2063	GCF_003719305.1|IOBCOD_01271	Aconitase	4Fe-4S	extended_pfam
zzz2064	GCF_003719305.1|IOBCOD_03205	NifU_assembly	assembly	extended_pfam
zzz2065	GCF_003855255.1|FEHJFH_04885	FhuF_siderophore_reductase	2Fe-2S	extended_pfam
zzz2066	GCF_004014805.1|HFBLFC_05230	NADH_dehydrogenase	4Fe-4S	extended_pfam
zzz2067	GCF_005670685.2|IDDJPK_02566	CDGSH_NEET	2Fe-2S	extended_pfam
zzz2068	GCF_005670685.2|IDDJPK_05191	FhuF_siderophore_reductase	2Fe-2S	extended_pfam
zzz2069	GCF_005670685.2|IDDJPK_05759	Dihydroxyacid_dehydratase_IlvD	4Fe-4S	extended_pfam
zzz2070	GCF_006439015.1|DFIJLE_05618	NADH_dehydrogenase	4Fe-4S	extended_pfam
zzz2071	GCF_006439015.1|DFIJLE_05623	NADH_dehydrogenase	4Fe-4S	extended_pfam
zzz2072	GCF_006864685.1|LPDNJK_04047	ThiC	4Fe-4S	extended_pfam
zzz2073	GCF_006864685.1|LPDNJK_05511	FhuF_siderophore_reductase	2Fe-2S	extended_pfam
zzz2074	GCF_007714205.1|BGKALF_00038	NADH_dehydrogenase	4Fe-4S	extended_pfam
zzz2075	GCF_007714205.1|BGKALF_01228	NifU_assembly	assembly	extended_pfam
zzz2076	GCF_008370645.1|GEGOIJ_01058	FhuF_siderophore_reductase	2Fe-2S	extended_pfam
zzz2077	GCF_009741445.1|PBIGIF_01949	FhuF_siderophore_reductase	2Fe-2S	extended_pfam
zzz2078	GCF_009936235.1|MIDNFG_00395	CDGSH_NEET	2Fe-2S	extended_pfam
zzz2079	GCF_009936235.1|MIDNFG_03800	FhuF_siderophore_reductase	2Fe-2S	extended_pfam
zzz2080	GCF_009936235.1|MIDNFG_04930	Rieske	2Fe-2S	extended_pfam
zzz2081	GCF_010725885.1|ICIIAA_01635	FhuF_siderophore_reductase	2Fe-2S	extended_pfam
zzz2082	GCF_010725885.1|ICIIAA_02530	IPM_isomerase_LeuC	4Fe-4S	extended_pfam
zzz2083	GCF_010726245.1|HAAHEE_02518	Quinolinate_synthase_NadA	4Fe-4S	extended_pfam
zzz2084	GCF_010726645.1|MGLGKM_05160	NADH_dehydrogenase	4Fe-4S	extended_pfam
zzz2085	GCF_010726765.1|EAIMEM_00873	Rieske	2Fe-2S	extended_pfam
zzz2086	GCF_010726955.1|EANIAI_00102	NADH_dehydrogenase	4Fe-4S	extended_pfam
zzz2087	GCF_010726955.1|EANIAI_01549	CDGSH_NEET	2Fe-2S	extended_pfam
zzz2088	GCF_010726955.1|EANIAI_01952	NifU_assembly	assembly	extended_pfam
zzz2089	GCF_010727325.1|DDOCJM_03245	Aconitase	4Fe-4S	extended_pfam
zzz2090	GCF_010727475.1|EOJOJC_04436	FhuF_siderophore_reductase	2Fe-2S	extended_pfam
zzz2091	GCF_010727945.1|OHNIPE_00097	Rieske	2Fe-2S	extended_pfam
zzz2092	GCF_010727945.1|OHNIPE_00544	NifU_assembly	assembly	extended_pfam
zzz2093	GCF_010727945.1|OHNIPE_04504	FhuF_siderophore_reductase	2Fe-2S	extended_pfam
zzz2094	GCF_010728155.1|OFGMNM_00975	NADH_dehydrogenase	4Fe-4S	extended_pfam
zzz2095	GCF_010728155.1|OFGMNM_03382	CDGSH_NEET	2Fe-2S	extended_pfam
zzz2096	GCF_010728325.1|MLIGNO_01724	FhuF_siderophore_reductase	2Fe-2S	extended_pfam
zzz2097	GCF_010728325.1|MLIGNO_01905	NifU_assembly	assembly	extended_pfam
zzz2098	GCF_010728325.1|MLIGNO_02168	NADH_dehydrogenase	4Fe-4S	extended_pfam
zzz2099	GCF_010728325.1|MLIGNO_03066	SufU_assembly	assembly	extended_pfam
zzz2100	GCF_010728925.1|FIHPLG_02255	NADH_dehydrogenase	4Fe-4S	extended_pfam
zzz2101	GCF_010729105.1|KEPHGJ_00754	NifU_assembly	assembly	extended_pfam
zzz2102	GCF_010729105.1|KEPHGJ_03427	PhnJ_CP_lyase	4Fe-4S	extended_pfam
zzz2103	GCF_010729305.1|EFKBJI_00840	Serine_dehydratase	4Fe-4S	extended_pfam
zzz2104	GCF_010729485.1|DHHJDI_02586	FhuF_siderophore_reductase	2Fe-2S	extended_pfam
zzz2105	GCF_010729665.1|CPNEMP_01227	FhuF_siderophore_reductase	2Fe-2S	extended_pfam
zzz2106	GCF_010729665.1|CPNEMP_03163	NADH_dehydrogenase	4Fe-4S	extended_pfam
zzz2107	GCF_010729895.1|MKFEHD_03138	NifU_assembly	assembly	extended_pfam
zzz2108	GCF_010729895.1|MKFEHD_04823	CDGSH_NEET	2Fe-2S	extended_pfam
zzz2109	GCF_010730055.1|HPKKHF_03300	Dihydroxyacid_dehydratase_IlvD	4Fe-4S	extended_pfam
zzz2110	GCF_010730575.1|OEGFDI_03575	Nitrite_sulfite_reductase	4Fe-4S	extended_pfam
zzz2111	GCF_010730745.1|KAPLMM_01939	NADH_dehydrogenase	4Fe-4S	extended_pfam
zzz2112	GCF_010730955.1|OLGHOL_00609	NADH_dehydrogenase	4Fe-4S	extended_pfam
zzz2113	GCF_010730955.1|OLGHOL_02124	Serine_dehydratase	4Fe-4S	extended_pfam
zzz2114	GCF_010731535.1|CGPLKJ_01923	NifU_assembly	assembly	extended_pfam
zzz2115	GCF_010731575.1|IMNMND_00907	NADH_dehydrogenase	4Fe-4S	extended_pfam
zzz2116	GCF_010731615.1|EDOEBO_01020	ThiC	4Fe-4S	extended_pfam
zzz2117	GCF_010731615.1|EDOEBO_03413	CDGSH_NEET	2Fe-2S	extended_pfam
zzz2118	GCF_010731635.1|HLMMNP_00599	NifU_assembly	assembly	extended_pfam
zzz2119	GCF_010731675.1|NLOKBF_03527	NADH_dehydrogenase	4Fe-4S	extended_pfam
zzz2120	GCF_010731715.1|NEFLII_01625	FhuF_siderophore_reductase	2Fe-2S	extended_pfam
zzz2121	GCF_010731715.1|NEFLII_01740	NADH_dehydrogenase	4Fe-4S	extended_pfam
zzz2122	GCF_010731755.1|HFHJKP_03855	NifU_assembly	assembly	extended_pfam
zzz2123	GCF_010731775.1|IOCPNH_02223	NADH_dehydrogenase	4Fe-4S	extended_pfam
zzz2124	GCF_010731795.1|BCFFJM_00010	NADH_dehydrogenase	4Fe-4S	extended_pfam
zzz2125	GCF_010731795.1|BCFFJM_03795	FhuF_siderophore_reductase	2Fe-2S	extended_pfam
zzz2126	GCF_010731855.1|IHIGLN_04750	NifU_assembly	assembly	extended_pfam
