node_id	fine_family	super_family
GCF_010725885.1|ICIIAA_00587	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_010725885.1|ICIIAA_00840	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_010725885.1|ICIIAA_00841	Rieske	Rieske
GCF_010725885.1|ICIIAA_00990	WhiB	WhiB
GCF_010725885.1|ICIIAA_01769	WhiB	WhiB
GCF_010725885.1|ICIIAA_02730	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_010725885.1|ICIIAA_02746	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_010725885.1|ICIIAA_04327	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010725885.1|ICIIAA_04773	Rieske	Rieske
GCF_010725885.1|ICIIAA_05146	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_010726085.1|IDCKIK_00077	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_010726085.1|IDCKIK_00821	Rieske	Rieske
GCF_010726085.1|IDCKIK_01022	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010726085.1|IDCKIK_01033	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_010726085.1|IDCKIK_01035	Rieske	Rieske
GCF_010726085.1|IDCKIK_02699	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_010726085.1|IDCKIK_03764	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_010726085.1|IDCKIK_03895	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_010726085.1|IDCKIK_04813	Rieske	Rieske
GCF_010726085.1|IDCKIK_05677	Rieske	Rieske
GCF_010726085.1|IDCKIK_05678	Rieske	Rieske
GCF_010726085.1|IDCKIK_05686	Rieske	Rieske
GCF_010726085.1|IDCKIK_05704	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_010726085.1|IDCKIK_05711	Molybdoenzyme	Molybdoenzyme
GCF_010726085.1|IDCKIK_05869	Rieske	Rieske
GCF_010726245.1|HAAHEE_02692	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_010726245.1|HAAHEE_02818	DNA_glycosylase	DNA_glycosylase
GCF_010726245.1|HAAHEE_04193	Rieske	Rieske
GCF_010726645.1|MGLGKM_00414	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_010726645.1|MGLGKM_01905	Rieske	Rieske
GCF_010726645.1|MGLGKM_01911	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010726645.1|MGLGKM_01915	Rieske	Rieske
GCF_010726645.1|MGLGKM_01939	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010726645.1|MGLGKM_01942	Rieske	Rieske
GCF_010726645.1|MGLGKM_01987	Rieske_steroid_oxygenase	Rieske
GCF_010726645.1|MGLGKM_01990	Rieske	Rieske
GCF_010726645.1|MGLGKM_02784	Rieske	Rieske
GCF_010726645.1|MGLGKM_03108	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_010726645.1|MGLGKM_03997	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_010726645.1|MGLGKM_05163	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010726765.1|EAIMEM_00449	Molybdoenzyme	Molybdoenzyme
GCF_010726765.1|EAIMEM_02569	Rieske	Rieske
GCF_010726765.1|EAIMEM_04958	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010726765.1|EAIMEM_05512	Radical_SAM	Radical_SAM
GCF_010726955.1|EANIAI_00156	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010726955.1|EANIAI_00433	Radical_SAM	Radical_SAM
GCF_010726955.1|EANIAI_00864	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010726955.1|EANIAI_01655	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010726955.1|EANIAI_01734	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_010726955.1|EANIAI_02115	WhiB	WhiB
GCF_010726955.1|EANIAI_02599	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010726955.1|EANIAI_02784	WhiB	WhiB
GCF_010726955.1|EANIAI_02798	Rieske	Rieske
GCF_010726955.1|EANIAI_03939	DNA_glycosylase	DNA_glycosylase
GCF_010726955.1|EANIAI_03969	Molybdoenzyme	Molybdoenzyme
GCF_010727125.1|OLIKMD_01175	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_010727125.1|OLIKMD_01975	Radical_SAM	Radical_SAM
GCF_010727125.1|OLIKMD_04159	Molybdoenzyme	Molybdoenzyme
GCF_010727325.1|DDOCJM_01090	Molybdoenzyme	Molybdoenzyme
GCF_010727325.1|DDOCJM_02036	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_010727325.1|DDOCJM_02151	Rieske	Rieske
GCF_010727325.1|DDOCJM_02790	Molybdoenzyme	Molybdoenzyme
GCF_010727325.1|DDOCJM_04963	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010727325.1|DDOCJM_05874	WhiB	WhiB
GCF_010727475.1|EOJOJC_00903	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010727475.1|EOJOJC_01377	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_010727475.1|EOJOJC_02296	WhiB	WhiB
GCF_010727475.1|EOJOJC_02723	Rieske	Rieske
GCF_010727475.1|EOJOJC_02993	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010727475.1|EOJOJC_03394	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010727475.1|EOJOJC_03650	Rieske	Rieske
GCF_010727475.1|EOJOJC_05113	Rieske	Rieske
GCF_010727475.1|EOJOJC_05189	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_010727475.1|EOJOJC_06386	Radical_SAM	Radical_SAM
GCF_010727475.1|EOJOJC_07660	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_010727605.1|NFAJPE_04395	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010727605.1|NFAJPE_04865	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010727605.1|NFAJPE_05245	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010727945.1|OHNIPE_00869	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010727945.1|OHNIPE_01805	DNA_glycosylase	DNA_glycosylase
GCF_010727945.1|OHNIPE_02500	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_010727945.1|OHNIPE_04692	NADH_dehydrogenase	NADH_dehydrogenase
GCF_010728155.1|OFGMNM_00228	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010728155.1|OFGMNM_01153	Rieske	Rieske
GCF_010728155.1|OFGMNM_01502	Rieske	Rieske
GCF_010728325.1|MLIGNO_02052	Rieske	Rieske
GCF_010728325.1|MLIGNO_02851	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010728325.1|MLIGNO_02892	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010728325.1|MLIGNO_03314	DNA_glycosylase	DNA_glycosylase
GCF_010728325.1|MLIGNO_03565	WhiB	WhiB
GCF_010728325.1|MLIGNO_04378	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_010728325.1|MLIGNO_04543	DNA_glycosylase	DNA_glycosylase
GCF_010728325.1|MLIGNO_05563	WhiB	WhiB
GCF_010728725.1|JCNIKI_00008	WhiB	WhiB
GCF_010728725.1|JCNIKI_00223	Rieske	Rieske
GCF_010728725.1|JCNIKI_00225	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_010728725.1|JCNIKI_01941	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_010728725.1|JCNIKI_02074	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_010728725.1|JCNIKI_02272	Rieske	Rieske
GCF_010728725.1|JCNIKI_04645	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010728725.1|JCNIKI_05080	Rieske	Rieske
GCF_010728725.1|JCNIKI_05295	WhiB	WhiB
GCF_010728725.1|JCNIKI_05297	WhiB	WhiB
GCF_010728725.1|JCNIKI_05667	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010728725.1|JCNIKI_05714	Molybdoenzyme	Molybdoenzyme
GCF_010728725.1|JCNIKI_05841	Rieske	Rieske
GCF_010728925.1|FIHPLG_05931	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_010729105.1|KEPHGJ_01535	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010729105.1|KEPHGJ_01572	Nitrite_sulfite_reductase	Nitrite_sulfite_reductase
GCF_010729105.1|KEPHGJ_01746	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010729105.1|KEPHGJ_01803	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010729105.1|KEPHGJ_03069	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_010729105.1|KEPHGJ_04310	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_010729105.1|KEPHGJ_04339	Rieske	Rieske
GCF_010729105.1|KEPHGJ_04342	Rieske	Rieske
GCF_010729105.1|KEPHGJ_04482	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_010729105.1|KEPHGJ_05150	Rieske	Rieske
GCF_010729105.1|KEPHGJ_05612	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010729305.1|EFKBJI_00503	Rieske	Rieske
GCF_010729305.1|EFKBJI_00918	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010729305.1|EFKBJI_02141	WhiB	WhiB
GCF_010729305.1|EFKBJI_02311	Radical_SAM	Radical_SAM
GCF_010729485.1|DHHJDI_02558	SDH_FRD	SDH_FRD
GCF_010729485.1|DHHJDI_02888	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010729665.1|CPNEMP_00118	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_010729665.1|CPNEMP_01693	DNA_glycosylase	DNA_glycosylase
GCF_010729665.1|CPNEMP_01888	Rieske	Rieske
GCF_010729665.1|CPNEMP_02460	WhiB	WhiB
GCF_010729665.1|CPNEMP_02923	Rieske	Rieske
GCF_010729665.1|CPNEMP_03206	Rieske	Rieske
GCF_010729665.1|CPNEMP_03341	Rieske	Rieske
GCF_010729665.1|CPNEMP_03949	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010729665.1|CPNEMP_04517	Rieske	Rieske
GCF_010729665.1|CPNEMP_04966	WhiB	WhiB
GCF_010729665.1|CPNEMP_05102	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_010729665.1|CPNEMP_05536	Molybdoenzyme	Molybdoenzyme
GCF_010729665.1|CPNEMP_05570	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010729895.1|MKFEHD_00624	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010729895.1|MKFEHD_01114	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_010729895.1|MKFEHD_01169	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010729895.1|MKFEHD_01468	WhiB	WhiB
GCF_010729895.1|MKFEHD_02009	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_010729895.1|MKFEHD_02724	Rieske	Rieske
GCF_010729895.1|MKFEHD_03362	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010729895.1|MKFEHD_03581	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_010729895.1|MKFEHD_03692	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010729895.1|MKFEHD_03695	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_010729895.1|MKFEHD_04269	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010729895.1|MKFEHD_04277	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_010729895.1|MKFEHD_04360	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010729895.1|MKFEHD_04394	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_010729895.1|MKFEHD_04734	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010729895.1|MKFEHD_05055	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010729895.1|MKFEHD_05258	WhiB	WhiB
GCF_010729895.1|MKFEHD_05260	Glutamate_synthase	Glutamate_synthase
GCF_010729895.1|MKFEHD_05540	Rieske	Rieske
GCF_010730055.1|HPKKHF_00053	Ferredoxin_reductase_FprB	Ferredoxin_reductase_FprB
GCF_010730055.1|HPKKHF_01341	Radical_SAM	Radical_SAM
GCF_010730055.1|HPKKHF_01762	SUF_biogenesis	SUF_biogenesis
GCF_010730055.1|HPKKHF_02094	Radical_SAM_MiaB	Radical_SAM
GCF_010730055.1|HPKKHF_03613	Serine_dehydratase	Serine_dehydratase
GCF_010730195.1|HLDBFE_01174	Radical_SAM	Radical_SAM
GCF_010730195.1|HLDBFE_01309	Rieske	Rieske
GCF_010730195.1|HLDBFE_03210	WhiB	WhiB
GCF_010730195.1|HLDBFE_04540	Rieske	Rieske
GCF_010730355.1|JDCJCB_00276	CobG_precorrin	CobG_precorrin
GCF_010730355.1|JDCJCB_02394	Rieske	Rieske
GCF_010730355.1|JDCJCB_04864	Rieske	Rieske
GCF_010730355.1|JDCJCB_05594	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010730575.1|OEGFDI_00234	DNA_glycosylase	DNA_glycosylase
GCF_010730575.1|OEGFDI_00559	WhiB	WhiB
GCF_010730575.1|OEGFDI_02426	Rieske	Rieske
GCF_010730575.1|OEGFDI_02554	WhiB	WhiB
GCF_010730575.1|OEGFDI_03443	Radical_SAM	Radical_SAM
GCF_010730575.1|OEGFDI_03577	Molybdoenzyme	Molybdoenzyme
GCF_010730575.1|OEGFDI_03744	Radical_SAM	Radical_SAM
GCF_010730575.1|OEGFDI_04541	Rieske	Rieske
GCF_010730745.1|KAPLMM_01957	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010730745.1|KAPLMM_02610	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010730745.1|KAPLMM_02779	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010730955.1|OLGHOL_00630	Rieske	Rieske
GCF_010730955.1|OLGHOL_00788	Molybdoenzyme	Molybdoenzyme
GCF_010730955.1|OLGHOL_01572	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_010730955.1|OLGHOL_02084	Rieske	Rieske
GCF_010730955.1|OLGHOL_02964	WhiB	WhiB
GCF_010730955.1|OLGHOL_03168	WhiB	WhiB
GCF_010730955.1|OLGHOL_03302	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_010730955.1|OLGHOL_04137	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_010730955.1|OLGHOL_04501	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_010730955.1|OLGHOL_04589	DNA_glycosylase	DNA_glycosylase
GCF_010730955.1|OLGHOL_04597	DNA_glycosylase	DNA_glycosylase
GCF_010730955.1|OLGHOL_05331	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_010730955.1|OLGHOL_05691	Radical_SAM_MiaB	Radical_SAM
GCF_010730955.1|OLGHOL_06112	WhiB	WhiB
GCF_010731115.1|PGMJGA_00277	Rieske	Rieske
GCF_010731115.1|PGMJGA_00478	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_010731115.1|PGMJGA_01421	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010731115.1|PGMJGA_02449	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_010731115.1|PGMJGA_05127	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010731115.1|PGMJGA_05550	WhiB	WhiB
GCF_010731115.1|PGMJGA_05577	Rieske	Rieske
GCF_010731295.1|HFPHBD_01492	Rieske	Rieske
GCF_010731295.1|HFPHBD_05925	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010731535.1|CGPLKJ_00092	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010731535.1|CGPLKJ_02962	IPM_isomerase_LeuC	IPM_isomerase_LeuC
GCF_010731575.1|IMNMND_00522	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010731575.1|IMNMND_01029	Rieske	Rieske
GCF_010731575.1|IMNMND_01572	DNA_glycosylase	DNA_glycosylase
GCF_010731575.1|IMNMND_01679	Molybdoenzyme	Molybdoenzyme
GCF_010731575.1|IMNMND_04218	Rieske	Rieske
GCF_010731575.1|IMNMND_04251	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010731575.1|IMNMND_05299	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010731575.1|IMNMND_05300	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010731595.1|AHAAOJ_02979	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010731615.1|EDOEBO_00596	Radical_SAM	Radical_SAM
GCF_010731615.1|EDOEBO_00796	Radical_SAM	Radical_SAM
GCF_010731615.1|EDOEBO_00803	Rieske	Rieske
GCF_010731615.1|EDOEBO_00805	Molybdoenzyme	Molybdoenzyme
GCF_010731615.1|EDOEBO_00922	Rieske	Rieske
GCF_010731615.1|EDOEBO_01740	Rieske	Rieske
GCF_010731615.1|EDOEBO_01751	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_010731615.1|EDOEBO_01754	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010731615.1|EDOEBO_01816	Molybdoenzyme	Molybdoenzyme
GCF_010731615.1|EDOEBO_02821	WhiB	WhiB
GCF_010731615.1|EDOEBO_03294	Radical_SAM	Radical_SAM
GCF_010731615.1|EDOEBO_03560	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010731615.1|EDOEBO_03919	Rieske	Rieske
GCF_010731615.1|EDOEBO_04251	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010731635.1|HLMMNP_00537	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010731635.1|HLMMNP_02650	Rieske	Rieske
GCF_010731635.1|HLMMNP_04218	Molybdoenzyme	Molybdoenzyme
GCF_010731655.1|KHBNMD_01445	Rieske	Rieske
GCF_010731655.1|KHBNMD_01467	Rieske	Rieske
GCF_010731655.1|KHBNMD_01604	Rieske	Rieske
GCF_010731655.1|KHBNMD_01609	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010731655.1|KHBNMD_01689	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010731655.1|KHBNMD_01709	Molybdoenzyme	Molybdoenzyme
GCF_010731655.1|KHBNMD_03873	Rieske	Rieske
GCF_010731655.1|KHBNMD_05499	Radical_SAM	Radical_SAM
GCF_010731675.1|NLOKBF_02606	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010731675.1|NLOKBF_02623	Molybdoenzyme	Molybdoenzyme
GCF_010731695.1|EAPKMK_01045	Molybdoenzyme	Molybdoenzyme
GCF_010731695.1|EAPKMK_04288	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010731715.1|NEFLII_02336	DNA_glycosylase	DNA_glycosylase
GCF_010731715.1|NEFLII_02379	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010731715.1|NEFLII_02418	Rieske	Rieske
GCF_010731715.1|NEFLII_03038	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010731715.1|NEFLII_04751	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_010731715.1|NEFLII_05931	WhiB	WhiB
GCF_010731715.1|NEFLII_06053	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010731715.1|NEFLII_06066	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010731755.1|HFHJKP_00586	Rieske	Rieske
GCF_010731755.1|HFHJKP_00745	WhiB	WhiB
GCF_010731755.1|HFHJKP_02055	FeS_reductase_CCG	FeS_reductase_CCG
GCF_010731775.1|IOCPNH_02081	Rieske	Rieske
GCF_010731775.1|IOCPNH_02086	Rieske	Rieske
GCF_010731775.1|IOCPNH_02136	Rieske	Rieske
GCF_010731775.1|IOCPNH_02140	Rieske	Rieske
GCF_010731775.1|IOCPNH_02157	Rieske	Rieske
GCF_010731775.1|IOCPNH_02158	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_010731775.1|IOCPNH_02181	Rieske	Rieske
GCF_010731775.1|IOCPNH_02190	Rieske	Rieske
GCF_010731775.1|IOCPNH_02195	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010731775.1|IOCPNH_02204	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010731775.1|IOCPNH_02229	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010731775.1|IOCPNH_02270	Rieske	Rieske
GCF_010731775.1|IOCPNH_02276	Rieske	Rieske
GCF_010731795.1|BCFFJM_00405	Radical_SAM	Radical_SAM
GCF_010731795.1|BCFFJM_00863	Molybdoenzyme	Molybdoenzyme
GCF_010731795.1|BCFFJM_01823	Rieske_steroid_oxygenase	Rieske
GCF_010731815.2|PDNDAE_00332	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010731815.2|PDNDAE_02174	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_010731815.2|PDNDAE_03070	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010731815.2|PDNDAE_05930	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_010731815.2|PDNDAE_06143	WhiB	WhiB
GCF_010731855.1|IHIGLN_00219	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010731855.1|IHIGLN_00481	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010731855.1|IHIGLN_00572	WhiB	WhiB
GCF_010731855.1|IHIGLN_00807	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010731855.1|IHIGLN_00839	Molybdoenzyme	Molybdoenzyme
GCF_010731855.1|IHIGLN_01649	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_010731855.1|IHIGLN_01692	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_010731855.1|IHIGLN_01765	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010731855.1|IHIGLN_02425	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010731855.1|IHIGLN_02460	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010731855.1|IHIGLN_03391	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010731855.1|IHIGLN_03588	WhiB	WhiB
GCF_010731855.1|IHIGLN_03957	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010731855.1|IHIGLN_03960	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010731855.1|IHIGLN_04119	Rieske	Rieske
GCF_010731855.1|IHIGLN_04737	Rieske	Rieske
GCF_010731875.1|KGNDLK_00141	WhiB	WhiB
GCF_010731875.1|KGNDLK_00146	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_010731875.1|KGNDLK_00431	WhiB	WhiB
GCF_010731895.1|POJAMD_00150	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_010731895.1|POJAMD_00154	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_010731895.1|POJAMD_00561	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010731895.1|POJAMD_01096	WhiB	WhiB
GCF_010731895.1|POJAMD_01445	Rieske	Rieske
GCF_010731895.1|POJAMD_01888	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_010731895.1|POJAMD_03260	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010731895.1|POJAMD_03325	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_010731895.1|POJAMD_03813	Radical_SAM	Radical_SAM
GCF_010731895.1|POJAMD_03994	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010731895.1|POJAMD_04268	Rieske	Rieske
GCF_010731895.1|POJAMD_05145	Radical_SAM	Radical_SAM
GCF_010731895.1|POJAMD_05725	Molybdoenzyme	Molybdoenzyme
GCF_010731895.1|POJAMD_05771	WhiB	WhiB
GCF_011758805.1|IFNIIB_00255	Rieske	Rieske
GCF_011758805.1|IFNIIB_00276	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_011758805.1|IFNIIB_00825	WhiB	WhiB
GCF_011758805.1|IFNIIB_00829	WhiB	WhiB
GCF_011758805.1|IFNIIB_01481	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_011758805.1|IFNIIB_01908	DNA_glycosylase	DNA_glycosylase
GCF_011758805.1|IFNIIB_02085	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_011758805.1|IFNIIB_03180	Rieske	Rieske
GCF_011758805.1|IFNIIB_03208	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_011758805.1|IFNIIB_03232	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_011758805.1|IFNIIB_03276	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_011758805.1|IFNIIB_04249	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_011758805.1|IFNIIB_05785	Rieske	Rieske
GCF_011758805.1|IFNIIB_05998	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_013404075.1|LOBABH_01295	Radical_SAM	Radical_SAM
GCF_013404075.1|LOBABH_01838	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_013404075.1|LOBABH_05848	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_013404075.1|LOBABH_06175	Rieske	Rieske
GCF_013404075.1|LOBABH_06604	Molybdoenzyme	Molybdoenzyme
GCF_013404075.1|LOBABH_06605	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_013404075.1|LOBABH_06710	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_013466425.1|AHFPND_00094	Rieske	Rieske
GCF_013466425.1|AHFPND_00495	Rieske	Rieske
GCF_013466425.1|AHFPND_00726	Rieske	Rieske
GCF_013466425.1|AHFPND_01193	Rieske	Rieske
GCF_013466425.1|AHFPND_01477	Rieske	Rieske
GCF_013466425.1|AHFPND_02079	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_013466425.1|AHFPND_02101	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_013466425.1|AHFPND_04032	WhiB	WhiB
GCF_013466425.1|AHFPND_04200	Rieske	Rieske
GCF_013466425.1|AHFPND_04281	Rieske	Rieske
GCF_013466425.1|AHFPND_04424	Rieske	Rieske
GCF_013466425.1|AHFPND_04428	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_014190915.1|PCKOJD_00065	FeS_reductase_CCG	FeS_reductase_CCG
GCF_014190915.1|PCKOJD_01192	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_014190915.1|PCKOJD_01703	WhiB	WhiB
